run,H_end,issued,remaining,interval,n_a,m1
1041,21,2592000.0,18408000.0,10.0,1,1.0
1042,13,2592000.0,18408000.0,60.0,7,1.0
1043,17,2592000.0,18408000.0,60.0,3,1.0
1044,21,2592000.0000000005,18408000.0,1.0,3,1.0
1045,120,2592000.0000000005,18408000.0,1.0,7,1.0
1046,16,2592000.0,18408000.0,60.0,4,1.0
1047,94,2592000.0000000005,18408000.0,1.0,3,1.0
1048,46,2592000.0,18408000.0,10.0,3,1.0
1049,22,2592000.0000000005,18408000.0,1.0,2,1.0
1050,35,2592000.0000000005,18408000.0,1.0,2,1.0
1051,104,2592000.0000000005,18408000.0,1.0,5,1.0
1052,31,2592000.0,18408000.0,10.0,2,1.0
1053,62,2592000.0,18408000.0,600.0,3,1.0
1054,13,2592000.0,18408000.0,60.0,4,1.0
1055,10,2592000.0000000005,18408000.0,1.0,5,1.0
1056,21,2592000.0,18408000.0,10.0,1,1.0
1057,17,2592000.0,18408000.0,10.0,5,1.0
1058,14,2592000.0,18408000.0,600.0,4,1.0
1059,41,2592000.0,18408000.0,60.0,3,1.0
1060,82,2592000.0,18408000.0,10.0,3,1.0
1061,14,2592000.0000000005,18408000.0,1.0,5,1.0
1062,166,2592000.0,18408000.0,600.0,5,1.0
1063,20,2592000.0,18408000.0,600.0,4,1.0
1064,20,2592000.0,18408000.0,600.0,3,1.0
1065,16,2592000.0000000005,18408000.0,1.0,6,1.0
1066,16,2592000.0,18408000.0,600.0,3,1.0
1067,182,2592000.0000000005,18408000.0,1.0,3,1.0
1068,10,2592000.0,18408000.0,600.0,3,1.0
1069,50,2592000.0000000005,18408000.0,1.0,4,1.0
1070,261,2592000.0000000005,18408000.0,1.0,2,1.0
1071,48,2592000.0000000005,18408000.0,1.0,3,1.0
1072,42,2592000.0,18408000.0,10.0,1,1.0
1073,14,2592000.0,18408000.0,60.0,4,1.0
1074,23,2592000.0,18408000.0,600.0,3,1.0
1075,34,2592000.0000000005,18408000.0,1.0,2,1.0
1076,14,2592000.0,18408000.0,600.0,3,1.0
1077,21,2592000.0000000005,18408000.0,1.0,4,1.0
1078,37,2592000.0,18408000.0,10.0,5,1.0
1079,18,2592000.0,18408000.0,60.0,2,1.0
1080,14,2592000.0,18408000.0,60.0,5,1.0
1081,29,2592000.0,18408000.0,600.0,6,1.0
1082,11,2592000.0,18408000.0,10.0,1,1.0
1083,11,2592000.0,18408000.0,60.0,5,1.0
1084,15,2592000.0,18408000.0,60.0,7,1.0
1085,14,2592000.0,18408000.0,600.0,3,1.0
1086,17,2592000.0000000005,18408000.0,1.0,4,1.0
1087,99,2592000.0,18408000.0,60.0,6,1.0
1088,56,2592000.0,18408000.0,600.0,7,1.0
1089,11,2592000.0,18408000.0,10.0,1,1.0
1090,26,2592000.0,18408000.0,600.0,5,1.0
1091,12,2592000.0000000005,18408000.0,1.0,7,1.0
1092,231,2592000.0,18408000.0,60.0,4,1.0
1093,34,2592000.0000000005,18408000.0,1.0,5,1.0
1094,32,2592000.0,18408000.0,600.0,5,1.0
1095,26,2592000.0,18408000.0,60.0,5,1.0
1096,105,2592000.0,18408000.0,60.0,4,1.0
1097,29,2592000.0,18408000.0,10.0,4,1.0
1098,81,2592000.0,18408000.0,10.0,7,1.0
1099,44,2592000.0,18408000.0,10.0,7,1.0
1100,21,2592000.0,18408000.0,600.0,5,1.0
1101,59,2592000.0,18408000.0,10.0,5,1.0
1102,62,2592000.0000000005,18408000.0,1.0,7,1.0
1103,22,2592000.0000000005,18408000.0,1.0,5,1.0
1104,35,2592000.0000000005,18408000.0,1.0,6,1.0
1105,8,2592000.0,18408000.0,10.0,1,1.0
1106,17,2592000.0,18408000.0,10.0,4,1.0
1107,26,2592000.0,18408000.0,60.0,3,1.0
1108,19,2592000.0,18408000.0,60.0,5,1.0
1109,43,2592000.0,18408000.0,60.0,2,1.0
1110,18,2592000.0,18408000.0,600.0,5,1.0
1111,15,2592000.0,18408000.0,60.0,4,1.0
1112,45,2592000.0000000005,18408000.0,1.0,7,1.0
1113,78,2592000.0000000005,18408000.0,1.0,3,1.0
1114,138,2592000.0,18408000.0,10.0,5,1.0
1115,108,2592000.0000000005,18408000.0,1.0,4,1.0
1116,43,2592000.0,18408000.0,60.0,2,1.0
1117,56,2592000.0000000005,18408000.0,1.0,3,1.0
1118,68,2592000.0,18408000.0,600.0,4,1.0
1119,18,2592000.0000000005,18408000.0,1.0,4,1.0
1120,17,2592000.0,18408000.0,10.0,6,1.0
1121,16,2592000.0,18408000.0,60.0,3,1.0
1122,12,2592000.0,18408000.0,60.0,7,1.0
1123,15,2592000.0000000005,18408000.0,1.0,8,1.0
1124,42,2592000.0,18408000.0,60.0,7,1.0
1125,16,2592000.0,18408000.0,10.0,4,1.0
1126,20,2592000.0,18408000.0,600.0,5,1.0
1127,20,2592000.0000000005,18408000.0,1.0,3,1.0
1128,9,2592000.0,18408000.0,60.0,3,1.0
1129,51,2592000.0,18408000.0,60.0,4,1.0
1130,65,2592000.0,18408000.0,10.0,5,1.0
1131,293,2592000.0,18408000.0,10.0,4,1.0
1132,36,2592000.0,18408000.0,600.0,3,1.0
1133,35,2592000.0,18408000.0,10.0,7,1.0
1134,63,2592000.0,18408000.0,600.0,4,1.0
1135,13,2592000.0,18408000.0,60.0,7,1.0
1136,198,2592000.0,18408000.0,600.0,7,1.0
1137,19,2592000.0,18408000.0,60.0,3,1.0
1138,14,2592000.0,18408000.0,600.0,4,1.0
1139,67,2592000.0,18408000.0,10.0,5,1.0
1140,58,2592000.0,18408000.0,60.0,2,1.0
1141,189,2592000.0,18408000.0,10.0,2,1.0
1142,50,2592000.0,18408000.0,10.0,4,1.0
1143,17,2592000.0,18408000.0,60.0,7,1.0
1144,14,2592000.0000000005,18408000.0,1.0,3,1.0
1145,34,2592000.0,18408000.0,60.0,6,1.0
1146,83,2592000.0,18408000.0,600.0,1,1.0
1147,151,2592000.0,18408000.0,60.0,3,1.0
1148,50,2592000.0,18408000.0,600.0,4,1.0
1149,75,2592000.0000000005,18408000.0,1.0,7,1.0
1150,207,2592000.0,18408000.0,60.0,4,1.0
1151,53,2592000.0,18408000.0,600.0,6,1.0
1152,13,2592000.0000000005,18408000.0,1.0,5,1.0
1153,29,2592000.0,18408000.0,600.0,3,1.0
1154,20,2592000.0000000005,18408000.0,1.0,4,1.0
1155,44,2592000.0,18408000.0,60.0,3,1.0
1156,48,2592000.0,18408000.0,600.0,2,1.0
1157,16,2592000.0,18408000.0,60.0,3,1.0
1158,63,2592000.0,18408000.0,10.0,3,1.0
1159,59,2592000.0,18408000.0,60.0,6,1.0
1160,160,2592000.0,18408000.0,60.0,3,1.0
1161,45,2592000.0,18408000.0,60.0,7,1.0
1162,12,2592000.0,18408000.0,60.0,6,1.0
1163,34,2592000.0000000005,18408000.0,1.0,6,1.0
1164,14,2592000.0,18408000.0,600.0,5,1.0
1165,27,2592000.0,18408000.0,60.0,4,1.0
1166,169,2592000.0,18408000.0,10.0,7,1.0
1167,12,2592000.0,18408000.0,600.0,5,1.0
1168,233,2592000.0,18408000.0,60.0,6,1.0
1169,25,2592000.0,18408000.0,10.0,4,1.0
1170,64,2592000.0000000005,18408000.0,1.0,6,1.0
1171,47,2592000.0,18408000.0,10.0,2,1.0
1172,25,2592000.0,18408000.0,10.0,7,1.0
1173,17,2592000.0000000005,18408000.0,1.0,3,1.0
1174,7,2592000.0,18408000.0,60.0,2,1.0
1175,17,2592000.0,18408000.0,10.0,6,1.0
1176,39,2592000.0000000005,18408000.0,1.0,6,1.0
1177,22,2592000.0,18408000.0,10.0,2,1.0
1178,18,2592000.0,18408000.0,10.0,6,1.0
1179,11,2592000.0000000005,18408000.0,1.0,3,1.0
1180,13,2592000.0,18408000.0,60.0,3,1.0
1181,38,2592000.0,18408000.0,10.0,4,1.0
1182,39,2592000.0000000005,18408000.0,1.0,7,1.0
1183,140,2592000.0000000005,18408000.0,1.0,2,1.0
1184,79,2592000.0000000005,18408000.0,1.0,6,1.0
1185,27,2592000.0,18408000.0,600.0,2,1.0
1186,20,2592000.0,18408000.0,10.0,6,1.0
1187,56,2592000.0000000005,18408000.0,1.0,7,1.0
1188,66,2592000.0,18408000.0,10.0,3,1.0
1189,14,2592000.0,18408000.0,600.0,4,1.0
1190,80,2592000.0000000005,18408000.0,1.0,6,1.0
1191,33,2592000.0,18408000.0,10.0,2,1.0
1192,14,2592000.0,18408000.0,60.0,4,1.0
1193,44,2592000.0,18408000.0,60.0,4,1.0
1194,16,2592000.0,18408000.0,10.0,5,1.0
1195,19,2592000.0,18408000.0,60.0,3,1.0
1196,50,2592000.0000000005,18408000.0,1.0,5,1.0
1197,22,2592000.0000000005,18408000.0,1.0,4,1.0
1198,45,2592000.0,18408000.0,10.0,5,1.0
1199,24,2592000.0,18408000.0,10.0,4,1.0
1200,44,2592000.0000000005,18408000.0,1.0,5,1.0
1201,13,2592000.0,18408000.0,10.0,3,1.0
1202,18,2592000.0,18408000.0,60.0,4,1.0
1203,14,2592000.0,18408000.0,600.0,9,1.0
1204,18,2592000.0000000005,18408000.0,1.0,4,1.0
1205,120,2592000.0,18408000.0,10.0,4,1.0
1206,32,2592000.0000000005,18408000.0,1.0,4,1.0
1207,20,2592000.0,18408000.0,600.0,7,1.0
1208,27,2592000.0000000005,18408000.0,1.0,7,1.0
1209,12,2592000.0,18408000.0,600.0,3,1.0
1210,99,2592000.0,18408000.0,60.0,2,1.0
1211,19,2592000.0,18408000.0,60.0,2,1.0
1212,23,2592000.0,18408000.0,60.0,4,1.0
1213,130,2592000.0000000005,18408000.0,1.0,3,1.0
1214,126,2592000.0,18408000.0,10.0,5,1.0
1215,37,2592000.0,18408000.0,600.0,5,1.0
1216,148,2592000.0,18408000.0,10.0,4,1.0
1217,11,2592000.0,18408000.0,600.0,4,1.0
1218,239,2592000.0,18408000.0,600.0,4,1.0
1219,27,2592000.0,18408000.0,600.0,5,1.0
1220,13,2592000.0,18408000.0,60.0,7,1.0
1221,53,2592000.0000000005,18408000.0,1.0,4,1.0
1222,37,2592000.0,18408000.0,10.0,4,1.0
1223,50,2592000.0,18408000.0,60.0,4,1.0
1224,20,2592000.0,18408000.0,600.0,5,1.0
1225,13,2592000.0,18408000.0,60.0,3,1.0
1226,30,2592000.0,18408000.0,60.0,7,1.0
1227,26,2592000.0,18408000.0,60.0,8,1.0
1228,81,2592000.0,18408000.0,60.0,5,1.0
1229,40,2592000.0000000005,18408000.0,1.0,5,1.0
1230,40,2592000.0,18408000.0,60.0,3,1.0
1231,13,2592000.0,18408000.0,10.0,2,1.0
1232,10,2592000.0000000005,18408000.0,1.0,3,1.0
1233,13,2592000.0,18408000.0,10.0,3,1.0
1234,25,2592000.0,18408000.0,60.0,2,1.0
1235,136,2592000.0000000005,18408000.0,1.0,2,1.0
1236,19,2592000.0,18408000.0,10.0,6,1.0
1237,32,2592000.0,18408000.0,60.0,5,1.0
1238,18,2592000.0,18408000.0,600.0,4,1.0
1239,18,2592000.0,18408000.0,60.0,3,1.0
1240,18,2592000.0,18408000.0,600.0,4,1.0
1241,36,2592000.0000000005,18408000.0,1.0,4,1.0
1242,37,2592000.0,18408000.0,10.0,2,1.0
1243,35,2592000.0000000005,18408000.0,1.0,1,1.0
1244,54,2592000.0,18408000.0,10.0,3,1.0
1245,21,2592000.0,18408000.0,60.0,3,1.0
1246,16,2592000.0,18408000.0,600.0,7,1.0
1247,44,2592000.0000000005,18408000.0,1.0,2,1.0
1248,35,2592000.0,18408000.0,60.0,2,1.0
1249,12,2592000.0,18408000.0,10.0,7,1.0
1250,11,2592000.0,18408000.0,600.0,2,1.0
1251,25,2592000.0,18408000.0,10.0,3,1.0
1252,20,2592000.0,18408000.0,600.0,4,1.0
1253,226,2592000.0000000005,18408000.0,1.0,6,1.0
1254,17,2592000.0,18408000.0,60.0,2,1.0
1255,51,2592000.0,18408000.0,60.0,5,1.0
1256,976,2592000.0,18408000.0,10.0,2,1.0
1257,21,2592000.0,18408000.0,600.0,2,1.0
1258,17,2592000.0,18408000.0,10.0,2,1.0
1259,26,2592000.0,18408000.0,600.0,4,1.0
1260,17,2592000.0000000005,18408000.0,1.0,3,1.0
1261,17,2592000.0000000005,18408000.0,1.0,1,1.0
1262,21,2592000.0,18408000.0,60.0,3,1.0
1263,34,2592000.0,18408000.0,60.0,4,1.0
1264,72,2592000.0000000005,18408000.0,1.0,4,1.0
1265,36,2592000.0,18408000.0,10.0,4,1.0
1266,77,2592000.0,18408000.0,10.0,2,1.0
1267,27,2592000.0,18408000.0,600.0,5,1.0
1268,171,2592000.0000000005,18408000.0,1.0,8,1.0
1269,16,2592000.0,18408000.0,60.0,5,1.0
1270,16,2592000.0000000005,18408000.0,1.0,2,1.0
1271,19,2592000.0000000005,18408000.0,1.0,3,1.0
1272,49,2592000.0,18408000.0,600.0,6,1.0
1273,39,2592000.0,18408000.0,60.0,3,1.0
1274,18,2592000.0,18408000.0,600.0,6,1.0
1275,13,2592000.0,18408000.0,10.0,3,1.0
1276,13,2592000.0,18408000.0,10.0,3,1.0
1277,41,2592000.0,18408000.0,600.0,2,1.0
1278,22,2592000.0000000005,18408000.0,1.0,7,1.0
1279,13,2592000.0000000005,18408000.0,1.0,4,1.0
1280,35,2592000.0,18408000.0,10.0,4,1.0
1281,17,2592000.0,18408000.0,600.0,6,1.0
1282,15,2592000.0,18408000.0,10.0,1,1.0
1283,25,2592000.0,18408000.0,60.0,6,1.0
1284,26,2592000.0000000005,18408000.0,1.0,3,1.0
1285,13,2592000.0,18408000.0,600.0,3,1.0
1286,13,2592000.0,18408000.0,600.0,2,1.0
1287,36,2592000.0000000005,18408000.0,1.0,5,1.0
1288,19,2592000.0000000005,18408000.0,1.0,4,1.0
1289,96,2592000.0000000005,18408000.0,1.0,7,1.0
1290,92,2592000.0,18408000.0,10.0,3,1.0
1291,21,2592000.0,18408000.0,600.0,4,1.0
1292,13,2592000.0000000005,18408000.0,1.0,2,1.0
1293,151,2592000.0,18408000.0,60.0,3,1.0
1294,24,2592000.0000000005,18408000.0,1.0,2,1.0
1295,159,2592000.0000000005,18408000.0,1.0,3,1.0
1296,47,2592000.0,18408000.0,600.0,3,1.0
1297,20,2592000.0000000005,18408000.0,1.0,4,1.0
1298,34,2592000.0,18408000.0,60.0,5,1.0
1299,18,2592000.0000000005,18408000.0,1.0,2,1.0
1300,35,2592000.0,18408000.0,60.0,3,1.0
1301,66,2592000.0,18408000.0,600.0,2,1.0
1302,16,2592000.0,18408000.0,600.0,5,1.0
1303,31,2592000.0,18408000.0,60.0,5,1.0
1304,14,2592000.0,18408000.0,10.0,3,1.0
1305,44,2592000.0000000005,18408000.0,1.0,4,1.0
1306,14,2592000.0000000005,18408000.0,1.0,2,1.0
1307,12,2592000.0000000005,18408000.0,1.0,3,1.0
1308,22,2592000.0000000005,18408000.0,1.0,2,1.0
1309,26,2592000.0,18408000.0,10.0,3,1.0
1310,21,2592000.0,18408000.0,10.0,4,1.0
1311,26,2592000.0,18408000.0,10.0,7,1.0
1312,34,2592000.0,18408000.0,10.0,3,1.0
1313,11,2592000.0000000005,18408000.0,1.0,3,1.0
1314,29,2592000.0,18408000.0,10.0,4,1.0
1315,10,2592000.0,18408000.0,10.0,2,1.0
1316,183,2592000.0,18408000.0,10.0,6,1.0
1317,19,2592000.0,18408000.0,10.0,5,1.0
1318,42,2592000.0,18408000.0,60.0,4,1.0
1319,12,2592000.0000000005,18408000.0,1.0,3,1.0
1320,19,2592000.0,18408000.0,60.0,8,1.0
1321,51,2592000.0000000005,18408000.0,1.0,4,1.0
1322,46,2592000.0,18408000.0,600.0,4,1.0
1323,53,2592000.0000000005,18408000.0,1.0,2,1.0
1324,17,2592000.0,18408000.0,600.0,2,1.0
1325,43,2592000.0000000005,18408000.0,1.0,3,1.0
1326,30,2592000.0,18408000.0,600.0,6,1.0
1327,34,2592000.0,18408000.0,60.0,7,1.0
1328,129,2592000.0000000005,18408000.0,1.0,7,1.0
1329,60,2592000.0,18408000.0,10.0,5,1.0
1330,10,2592000.0,18408000.0,600.0,4,1.0
1331,37,2592000.0000000005,18408000.0,1.0,4,1.0
1332,33,2592000.0,18408000.0,60.0,6,1.0
1333,65,2592000.0000000005,18408000.0,1.0,3,1.0
1334,21,2592000.0,18408000.0,60.0,4,1.0
1335,226,2592000.0,18408000.0,60.0,3,1.0
1336,21,2592000.0,18408000.0,600.0,4,1.0
1337,13,2592000.0000000005,18408000.0,1.0,3,1.0
1338,34,2592000.0,18408000.0,10.0,3,1.0
1339,125,2592000.0,18408000.0,60.0,5,1.0
1340,71,2592000.0,18408000.0,10.0,2,1.0
1341,64,2592000.0,18408000.0,60.0,5,1.0
1342,36,2592000.0,18408000.0,10.0,6,1.0
1343,10,2592000.0,18408000.0,60.0,7,1.0
1344,49,2592000.0,18408000.0,10.0,3,1.0
1345,69,2592000.0,18408000.0,10.0,6,1.0
1346,30,2592000.0,18408000.0,10.0,2,1.0
1347,32,2592000.0000000005,18408000.0,1.0,3,1.0
1348,28,2592000.0,18408000.0,10.0,5,1.0
1349,46,2592000.0,18408000.0,60.0,6,1.0
1350,252,2592000.0,18408000.0,60.0,4,1.0
1351,47,2592000.0000000005,18408000.0,1.0,3,1.0
1352,19,2592000.0,18408000.0,60.0,3,1.0
1353,23,2592000.0,18408000.0,10.0,2,1.0
1354,11,2592000.0,18408000.0,60.0,8,1.0
1355,17,2592000.0,18408000.0,60.0,4,1.0
1356,24,2592000.0000000005,18408000.0,1.0,4,1.0
1357,151,2592000.0000000005,18408000.0,1.0,4,1.0
1358,49,2592000.0,18408000.0,60.0,4,1.0
1359,23,2592000.0000000005,18408000.0,1.0,6,1.0
1360,205,2592000.0000000005,18408000.0,1.0,5,1.0
1361,106,2592000.0,18408000.0,600.0,6,1.0
1362,18,2592000.0,18408000.0,10.0,7,1.0
1363,7228,2592000.0,18408000.0,600.0,4,1.0
1364,12,2592000.0,18408000.0,10.0,5,1.0
1365,40,2592000.0,18408000.0,10.0,5,1.0
1366,50,2592000.0,18408000.0,600.0,4,1.0
1367,61,2592000.0000000005,18408000.0,1.0,4,1.0
1368,26,2592000.0,18408000.0,600.0,7,1.0
1369,87,2592000.0,18408000.0,10.0,6,1.0
1370,38,2592000.0000000005,18408000.0,1.0,4,1.0
1371,37,2592000.0,18408000.0,600.0,2,1.0
1372,28,2592000.0,18408000.0,600.0,5,1.0
1373,22,2592000.0,18408000.0,10.0,1,1.0
1374,17,2592000.0,18408000.0,60.0,3,1.0
1375,14,2592000.0,18408000.0,10.0,3,1.0
1376,15,2592000.0000000005,18408000.0,1.0,3,1.0
1377,16,2592000.0,18408000.0,10.0,2,1.0
1378,20,2592000.0,18408000.0,600.0,4,1.0
1379,19,2592000.0000000005,18408000.0,1.0,4,1.0
1380,17,2592000.0,18408000.0,600.0,3,1.0
1381,54,2592000.0,18408000.0,60.0,5,1.0
1382,36,2592000.0,18408000.0,60.0,2,1.0
1383,35,2592000.0,18408000.0,10.0,2,1.0
1384,21,2592000.0,18408000.0,10.0,5,1.0
1385,14,2592000.0000000005,18408000.0,1.0,3,1.0
1386,74,2592000.0,18408000.0,60.0,6,1.0
1387,32,2592000.0,18408000.0,10.0,4,1.0
1388,12,2592000.0000000005,18408000.0,1.0,4,1.0
1389,14,2592000.0,18408000.0,600.0,3,1.0
1390,550,2592000.0,18408000.0,10.0,3,1.0
1391,33,2592000.0,18408000.0,600.0,6,1.0
1392,35,2592000.0000000005,18408000.0,1.0,6,1.0
1393,20,2592000.0,18408000.0,600.0,6,1.0
1394,145,2592000.0,18408000.0,10.0,3,1.0
1395,25,2592000.0000000005,18408000.0,1.0,2,1.0
1396,354,2592000.0000000005,18408000.0,1.0,8,1.0
1397,20,2592000.0,18408000.0,10.0,6,1.0
1398,34,2592000.0,18408000.0,60.0,3,1.0
1399,56,2592000.0,18408000.0,600.0,3,1.0
1400,18,2592000.0,18408000.0,10.0,8,1.0
1401,185,2592000.0,18408000.0,10.0,4,1.0
1402,32,2592000.0000000005,18408000.0,1.0,6,1.0
1403,10,2592000.0,18408000.0,10.0,6,1.0
1404,23,2592000.0,18408000.0,60.0,3,1.0
1405,20,2592000.0000000005,18408000.0,1.0,4,1.0
1406,62,2592000.0,18408000.0,10.0,4,1.0
1407,32,2592000.0,18408000.0,10.0,3,1.0
1408,190,2592000.0,18408000.0,60.0,3,1.0
1409,17,2592000.0,18408000.0,60.0,4,1.0
1410,21,2592000.0000000005,18408000.0,1.0,3,1.0
1411,15,2592000.0,18408000.0,10.0,1,1.0
1412,128,2592000.0,18408000.0,60.0,3,1.0
1413,20,2592000.0000000005,18408000.0,1.0,3,1.0
1414,70,2592000.0000000005,18408000.0,1.0,5,1.0
1415,179,2592000.0,18408000.0,60.0,3,1.0
1416,58,2592000.0000000005,18408000.0,1.0,6,1.0
1417,13,2592000.0000000005,18408000.0,1.0,4,1.0
1418,77,2592000.0,18408000.0,10.0,5,1.0
1419,56,2592000.0,18408000.0,60.0,5,1.0
1420,35,2592000.0,18408000.0,600.0,3,1.0
1421,22,2592000.0,18408000.0,60.0,3,1.0
1422,22,2592000.0,18408000.0,600.0,7,1.0
1423,121,2592000.0,18408000.0,600.0,1,1.0
1424,33,2592000.0000000005,18408000.0,1.0,6,1.0
1425,34,2592000.0,18408000.0,60.0,4,1.0
1426,94,2592000.0,18408000.0,600.0,1,1.0
1427,31,2592000.0,18408000.0,10.0,1,1.0
1428,30,2592000.0000000005,18408000.0,1.0,3,1.0
1429,11,2592000.0,18408000.0,60.0,5,1.0
1430,49,2592000.0,18408000.0,60.0,1,1.0
1431,47,2592000.0,18408000.0,60.0,4,1.0
1432,185,2592000.0,18408000.0,600.0,6,1.0
1433,16,2592000.0,18408000.0,600.0,5,1.0
1434,25,2592000.0,18408000.0,60.0,6,1.0
1435,202,2592000.0,18408000.0,10.0,5,1.0
1436,22,2592000.0,18408000.0,60.0,3,1.0
1437,12,2592000.0000000005,18408000.0,1.0,4,1.0
1438,23,2592000.0000000005,18408000.0,1.0,3,1.0
1439,63,2592000.0,18408000.0,600.0,2,1.0
1440,148,2592000.0,18408000.0,600.0,1,1.0
1441,36,2592000.0000000005,18408000.0,1.0,2,1.0
1442,21,2592000.0000000005,18408000.0,1.0,4,1.0
1443,19,2592000.0,18408000.0,600.0,6,1.0
1444,23,2592000.0,18408000.0,60.0,2,1.0
1445,9,2592000.0,18408000.0,60.0,3,1.0
1446,13,2592000.0,18408000.0,600.0,3,1.0
1447,52,2592000.0000000005,18408000.0,1.0,2,1.0
1448,28,2592000.0,18408000.0,10.0,7,1.0
1449,18,2592000.0,18408000.0,10.0,4,1.0
1450,31,2592000.0000000005,18408000.0,1.0,4,1.0
1451,18,2592000.0000000005,18408000.0,1.0,6,1.0
1452,16,2592000.0000000005,18408000.0,1.0,2,1.0
1453,31,2592000.0,18408000.0,600.0,1,1.0
1454,248,2592000.0,18408000.0,60.0,4,1.0
1455,34,2592000.0,18408000.0,60.0,4,1.0
1456,11,2592000.0000000005,18408000.0,1.0,3,1.0
1457,108,2592000.0000000005,18408000.0,1.0,7,1.0
1458,28,2592000.0,18408000.0,10.0,3,1.0
1459,34,2592000.0000000005,18408000.0,1.0,7,1.0
1460,37,2592000.0000000005,18408000.0,1.0,5,1.0
1461,24,2592000.0000000005,18408000.0,1.0,6,1.0
1462,40,2592000.0,18408000.0,60.0,3,1.0
1463,39,2592000.0,18408000.0,10.0,4,1.0
1464,21,2592000.0,18408000.0,600.0,7,1.0
1465,28,2592000.0,18408000.0,600.0,4,1.0
1466,16,2592000.0,18408000.0,10.0,8,1.0
1467,39,2592000.0,18408000.0,60.0,5,1.0
1468,31,2592000.0,18408000.0,10.0,4,1.0
1469,8,2592000.0000000005,18408000.0,1.0,3,1.0
1470,46,2592000.0,18408000.0,60.0,3,1.0
1471,75,2592000.0000000005,18408000.0,1.0,3,1.0
1472,57,2592000.0,18408000.0,10.0,5,1.0
1473,38,2592000.0,18408000.0,600.0,4,1.0
1474,22,2592000.0,18408000.0,10.0,4,1.0
1475,21,2592000.0,18408000.0,60.0,2,1.0
1476,15,2592000.0000000005,18408000.0,1.0,5,1.0
1477,28,2592000.0,18408000.0,60.0,3,1.0
1478,9,2592000.0,18408000.0,10.0,3,1.0
1479,23,2592000.0,18408000.0,60.0,4,1.0
1480,62,2592000.0,18408000.0,60.0,4,1.0
1481,433,2592000.0000000005,18408000.0,1.0,1,1.0
1482,17,2592000.0,18408000.0,10.0,5,1.0
1483,12,2592000.0000000005,18408000.0,1.0,3,1.0
1484,73,2592000.0000000005,18408000.0,1.0,4,1.0
1485,16,2592000.0,18408000.0,10.0,5,1.0
1486,16,2592000.0,18408000.0,10.0,2,1.0
1487,36,2592000.0,18408000.0,60.0,2,1.0
1488,22,2592000.0,18408000.0,10.0,4,1.0
1489,188,2592000.0,18408000.0,600.0,3,1.0
1490,57,2592000.0,18408000.0,600.0,7,1.0
1491,22,2592000.0,18408000.0,60.0,4,1.0
1492,78,2592000.0000000005,18408000.0,1.0,5,1.0
1493,18,2592000.0,18408000.0,60.0,3,1.0
1494,171,2592000.0,18408000.0,600.0,5,1.0
1495,74,2592000.0,18408000.0,600.0,3,1.0
1496,18,2592000.0,18408000.0,60.0,5,1.0
1497,222,2592000.0,18408000.0,10.0,2,1.0
1498,25,2592000.0,18408000.0,10.0,4,1.0
1499,34,2592000.0,18408000.0,10.0,5,1.0
1500,41,2592000.0,18408000.0,10.0,3,1.0
1501,41,2592000.0,18408000.0,60.0,3,1.0
1502,15,2592000.0,18408000.0,60.0,7,1.0
1503,23,2592000.0,18408000.0,10.0,6,1.0
1504,15,2592000.0,18408000.0,60.0,3,1.0
1505,13,2592000.0,18408000.0,600.0,5,1.0
1506,12,2592000.0,18408000.0,10.0,5,1.0
1507,61,2592000.0,18408000.0,10.0,5,1.0
1508,23,2592000.0000000005,18408000.0,1.0,6,1.0
1509,31,2592000.0,18408000.0,10.0,2,1.0
1510,12,2592000.0,18408000.0,60.0,3,1.0
1511,14,2592000.0,18408000.0,600.0,5,1.0
1512,16,2592000.0000000005,18408000.0,1.0,3,1.0
1513,35,2592000.0,18408000.0,600.0,3,1.0
1514,65,2592000.0,18408000.0,600.0,5,1.0
1515,32,2592000.0000000005,18408000.0,1.0,4,1.0
1516,46,2592000.0000000005,18408000.0,1.0,4,1.0
1517,27,2592000.0000000005,18408000.0,1.0,3,1.0
1518,20,2592000.0,18408000.0,60.0,1,1.0
1519,18,2592000.0000000005,18408000.0,1.0,8,1.0
1520,21,2592000.0,18408000.0,60.0,1,1.0
1521,25,2592000.0,18408000.0,10.0,3,1.0
1522,11,2592000.0,18408000.0,600.0,5,1.0
1523,89,2592000.0000000005,18408000.0,1.0,1,1.0
1524,14,2592000.0,18408000.0,600.0,5,1.0
1525,122,2592000.0,18408000.0,60.0,3,1.0
1526,21,2592000.0000000005,18408000.0,1.0,5,1.0
1527,17,2592000.0,18408000.0,10.0,3,1.0
1528,13,2592000.0,18408000.0,600.0,4,1.0
1529,15,2592000.0,18408000.0,60.0,4,1.0
1530,55,2592000.0,18408000.0,10.0,3,1.0
1531,29,2592000.0,18408000.0,60.0,3,1.0
1532,67,2592000.0,18408000.0,10.0,3,1.0
1533,24,2592000.0,18408000.0,60.0,4,1.0
1534,31,2592000.0,18408000.0,10.0,6,1.0
1535,36,2592000.0,18408000.0,60.0,7,1.0
1536,35,2592000.0,18408000.0,10.0,7,1.0
1537,24,2592000.0,18408000.0,600.0,2,1.0
1538,21,2592000.0000000005,18408000.0,1.0,4,1.0
1539,35,2592000.0000000005,18408000.0,1.0,5,1.0
1540,19,2592000.0,18408000.0,60.0,5,1.0
1541,42,2592000.0,18408000.0,10.0,5,1.0
